latitude,longitude,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,year,month,day,hours,minutes,vehicle_type_code1_big_trucks,vehicle_type_code1_bike,vehicle_type_code1_car,vehicle_type_code1_motorbike,vehicle_type_code1_public vehicles,vehicle_type_code1_service vehicles,vehicle_type_code1_van,vehicle_type_code1_vehicle-attachment,vehicle_type_code2_big_trucks,vehicle_type_code2_bike,vehicle_type_code2_car,vehicle_type_code2_motorbike,vehicle_type_code2_public vehicles,vehicle_type_code2_service vehicles,vehicle_type_code2_van,vehicle_type_code2_vehicle-attachment,vehicle_type_code_3_big_trucks,vehicle_type_code_3_bike,vehicle_type_code_3_car,vehicle_type_code_3_motorbike,vehicle_type_code_3_public vehicles,vehicle_type_code_3_service vehicles,vehicle_type_code_3_van,vehicle_type_code_3_vehicle-attachment
40.688168,-73.809944,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,30,8,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.711143,-73.9609,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,21,11,45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.637745,-74.07603,1,0,0,0,0,0,1,0,other vehicular,other vehicular,driver inattention/distraction,,,2019,8,14,11,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.866062,-73.92251,1,0,0,0,0,0,1,0,unsafe speed,driver inattention/distraction,unspecified,unspecified,,2019,8,30,17,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.57323,-74.14702,1,0,0,0,0,0,1,0,passing or lane usage improper,unspecified,unspecified,,,2019,9,6,19,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.67112,-73.913506,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,9,5,0,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.74094,-73.91725,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,15,19,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.599957,-73.752266,0,0,0,0,0,0,0,0,backing unsafely,unspecified,unspecified,,,2019,8,18,8,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.742912,-73.916504,0,0,0,0,0,0,0,0,backing unsafely,unspecified,unspecified,,,2019,8,19,10,58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.653385,-73.93736,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,,,2019,9,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
40.73873,-73.81428,5,0,0,0,0,0,5,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,25,22,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.704735,-73.743996,1,0,0,0,0,0,1,0,unspecified,unspecified,unspecified,unspecified,,2019,9,4,15,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40.682987,-73.92002,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,20,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.836617,-73.87377,1,0,0,0,0,0,1,0,following too closely,unspecified,unspecified,unspecified,,2019,9,1,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.8047,-73.83141,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,,,2019,8,14,10,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.658577,-73.89063,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,30,14,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.844143,-73.86381,0,0,0,0,0,0,0,0,unsafe speed,unspecified,unspecified,unspecified,unspecified,2019,8,13,1,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.71118,-73.74885,0,0,0,0,0,0,0,0,unsafe speed,unspecified,unspecified,,,2019,9,8,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.61977,-73.966194,2,0,0,0,0,0,2,0,unspecified,unspecified,unspecified,unspecified,,2019,8,15,23,47,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.613033,-74.01057,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,9,2,5,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.80477,-73.94139,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,,,2019,8,18,7,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.72498,-73.794235,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,,,2019,9,4,16,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.741013,-73.8705,0,0,0,0,0,0,0,0,aggressive driving/road rage,unspecified,unspecified,,,2019,8,25,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.604153,-74.05198,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,unspecified,,2019,8,18,23,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.866024,-73.92588,1,0,0,0,0,0,1,0,alcohol involvement,unspecified,unspecified,,,2019,8,26,1,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.721424,-73.96054,1,0,0,0,0,0,1,0,alcohol involvement,unspecified,unspecified,unspecified,,2019,9,1,21,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.810318,-73.943634,4,0,0,0,0,0,4,0,pavement slippery,unspecified,unspecified,,,2019,8,18,17,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.60069,-74.010056,0,0,0,0,0,0,0,0,driver inattention/distraction,driver inattention/distraction,unspecified,,,2019,8,29,17,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.67227,-73.75584,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,17,23,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.658836,-73.90798,3,0,0,0,0,0,3,0,unspecified,unspecified,unspecified,,,2019,8,26,13,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.649956,-73.884125,0,0,0,0,0,0,0,0,unsafe speed,unspecified,unspecified,,,2019,8,12,12,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.8349,-73.839966,3,0,0,0,0,0,3,0,unsafe speed,unspecified,unspecified,,,2019,8,15,4,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.709095,-73.99622,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,26,20,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
,,1,0,0,0,0,0,1,0,pavement slippery,unspecified,unspecified,,,2019,8,18,18,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.847168,-73.93394,0,0,0,0,0,0,0,0,following too closely,following too closely,unspecified,,,2019,8,30,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.82399,-73.85876,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,,,2019,8,15,10,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.8047,-73.83141,0,0,0,0,0,0,0,0,following too closely,following too closely,unspecified,unspecified,,2019,8,17,13,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40.724693,-73.7541,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.71142,-73.81274,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,unspecified,,2019,9,3,9,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.635273,-73.90925,1,0,0,0,0,0,1,0,unspecified,unspecified,unspecified,unspecified,,2019,8,14,20,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.82733,-73.8498,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,,,2019,8,24,11,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.628857,-74.017365,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,,,2019,8,20,14,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.605698,-73.95866,0,0,0,0,0,0,0,0,failure to yield right-of-way,unspecified,unspecified,unspecified,unspecified,2019,8,12,20,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.619984,-73.96427,1,1,0,0,0,1,1,0,unsafe speed,unspecified,unspecified,,,2019,8,11,12,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.7274,-73.98855,0,0,0,0,0,0,0,0,driver inattention/distraction,driver inattention/distraction,unspecified,,,2019,8,19,21,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.68221,-73.77257,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,20,10,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.699024,-73.91623,2,0,0,0,0,0,2,0,alcohol involvement,unspecified,unspecified,,,2019,8,10,4,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.774292,-73.95127,0,0,0,0,0,0,0,0,oversized vehicle,unspecified,unspecified,,,2019,9,4,16,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.83863,-73.84938,0,0,0,0,0,0,0,0,lost consciousness,unspecified,unspecified,,,2019,9,8,22,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
40.705975,-73.94213,0,0,0,0,0,0,0,0,passing or lane usage improper,unspecified,unspecified,unspecified,unspecified,2019,8,17,5,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.86507,-73.87185,1,0,0,0,0,0,1,0,following too closely,unspecified,unspecified,,,2019,9,5,17,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.74457,-73.731575,1,0,0,0,0,0,1,0,driver inattention/distraction,following too closely,unspecified,,,2019,8,29,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.73945,-73.79078,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,unspecified,,2019,8,31,15,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.734825,-73.99905,1,0,0,0,0,0,1,0,passing or lane usage improper,unspecified,unspecified,,,2019,8,19,9,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.57323,-74.14702,0,0,0,0,0,0,0,0,pavement slippery,pavement slippery,unspecified,,,2019,9,2,12,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.679596,-73.757126,0,0,0,0,0,0,0,0,driver inattention/distraction,unsafe speed,unspecified,,,2019,9,7,0,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40.57397,-74.16992,2,0,0,0,0,0,2,0,driver inattention/distraction,driver inattention/distraction,driver inattention/distraction,driver inattention/distraction,,2019,9,7,13,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.889297,-73.83313,0,0,0,0,0,0,0,0,passenger distraction,following too closely,unspecified,,,2019,8,24,13,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.82553,-73.86012,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,31,21,57,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.691994,-73.76111,0,0,0,0,0,0,0,0,passing or lane usage improper,driver inattention/distraction,driver inattention/distraction,,,2019,8,30,18,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.662014,-73.886826,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,27,19,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.581345,-73.96283,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,23,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.833233,-73.8282,0,0,0,0,0,0,0,0,passing or lane usage improper,unspecified,unspecified,,,2019,8,13,8,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.75974,-73.97423,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,,,2019,8,17,6,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40.831924,-73.85104,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,,,2019,9,3,11,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.720684,-73.81868,7,0,0,0,0,0,7,0,brakes defective,unspecified,unspecified,unspecified,unspecified,2019,8,16,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.604153,-74.05198,0,0,0,0,0,0,0,0,following too closely,following too closely,unspecified,unspecified,unspecified,2019,8,23,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.594284,-73.796295,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,22,21,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.673695,-73.9672,0,0,0,0,0,0,0,0,alcohol involvement,unspecified,unspecified,,,2019,8,21,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.754105,-73.72321,3,0,0,0,0,0,3,0,driver inattention/distraction,driver inattention/distraction,unspecified,,,2019,8,18,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.67734,-73.89909,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,unspecified,,2019,8,27,14,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.752464,-73.74344,0,0,0,0,0,0,0,0,following too closely,following too closely,unspecified,,,2019,9,7,9,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.604153,-74.05198,0,0,0,0,0,0,0,0,following too closely,driver inattention/distraction,unspecified,,,2019,9,4,16,53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.88333,-73.836784,0,0,0,0,0,0,0,0,traffic control disregarded,unspecified,unspecified,unspecified,,2019,9,6,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.814636,-73.795815,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,,,2019,9,3,15,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
,,1,0,0,0,0,0,1,0,unspecified,unspecified,unspecified,,,2019,9,2,21,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.865143,-73.87204,1,0,0,0,0,0,1,0,alcohol involvement,other vehicular,other vehicular,,,2019,9,7,20,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.604153,-74.05198,0,0,0,0,0,0,0,0,reaction to uninvolved vehicle,following too closely,unspecified,,,2019,9,1,11,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.665916,-73.92547,0,0,0,0,0,0,0,0,unsafe speed,unspecified,unspecified,,,2019,8,26,7,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.824066,-73.908714,2,0,0,0,0,0,2,0,unsafe speed,unspecified,unspecified,,,2019,9,6,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.699673,-73.940056,0,1,0,0,0,1,0,0,aggressive driving/road rage,unspecified,unspecified,unspecified,unspecified,2019,9,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40.740307,-73.99971,0,0,0,0,0,0,0,0,alcohol involvement,unspecified,unspecified,unspecified,,2019,8,30,3,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.700417,-73.8288,2,0,0,0,0,0,2,0,brakes defective,unspecified,unspecified,,,2019,8,22,10,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40.749054,-73.99576,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,,,2019,8,23,15,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.648308,-74.01412,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,,,2019,8,29,1,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.610077,-74.00732,0,0,0,0,0,0,0,0,passing or lane usage improper,unspecified,unspecified,,,2019,8,22,5,37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.704388,-73.994576,0,0,0,0,0,0,0,0,driver inattention/distraction,driver inattention/distraction,unspecified,,,2019,8,31,22,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.673748,-73.84324,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,,,2019,9,2,16,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.774166,-73.9031,0,0,0,0,0,0,0,0,failure to yield right-of-way,driver inattention/distraction,unspecified,,,2019,8,18,18,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.82371,-73.879,0,0,0,0,0,0,0,0,following too closely,following too closely,unspecified,,,2019,8,22,11,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.681503,-73.904106,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,25,21,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.624653,-73.99933,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,12,17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.855972,-73.869896,4,0,0,0,0,0,4,0,driver inattention/distraction,other vehicular,unspecified,,,2019,8,25,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.67698,-73.92095,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,21,11,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.85406,-73.91936,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,unspecified,,2019,8,15,8,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.881966,-73.8847,0,0,0,0,0,0,0,0,unsafe speed,unspecified,unspecified,,,2019,8,10,6,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.722298,-73.99522,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,unspecified,unspecified,2019,8,20,23,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.6674,-73.773636,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,30,17,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.755234,-73.941246,0,0,0,0,0,0,0,0,steering failure,unspecified,unspecified,unspecified,,2019,9,8,1,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.64256,-73.99707,1,0,0,0,1,0,0,0,unspecified,unspecified,unspecified,,,2019,8,21,2,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40.679516,-73.956825,0,0,0,0,0,0,0,0,other vehicular,passing or lane usage improper,unspecified,,,2019,9,1,13,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.630173,-74.11991,2,0,0,0,0,0,2,0,driver inattention/distraction,unspecified,unspecified,,,2019,9,5,8,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.720478,-73.73253,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,unspecified,unspecified,2019,9,3,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.696384,-73.9804,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,,,2019,8,14,8,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40.60257,-74.07597,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,17,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.79976,-73.96622,0,0,0,0,0,0,0,0,driver inexperience,driver inexperience,unspecified,,,2019,9,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.63198,-74.00376,0,0,0,0,0,0,0,0,turning improperly,unspecified,unspecified,,,2019,8,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.814636,-73.795815,0,0,0,0,0,0,0,0,following too closely,following too closely,unspecified,,,2019,9,8,20,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.841187,-73.898,0,0,0,0,0,0,0,0,other vehicular,unspecified,unspecified,,,2019,9,3,1,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.74179,-73.853294,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,unspecified,,2019,9,2,21,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.676315,-73.87657,4,0,0,0,0,0,4,0,backing unsafely,unspecified,unspecified,unspecified,,2019,8,17,19,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.767918,-73.985725,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,,,2019,8,12,15,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.737865,-73.90441,0,0,0,0,0,0,0,0,reaction to uninvolved vehicle,reaction to uninvolved vehicle,driver inattention/distraction,,,2019,8,9,0,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.770573,-73.9075,1,0,0,0,0,0,1,0,failure to yield right-of-way,pavement slippery,unspecified,,,2019,9,6,14,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.748985,-73.979965,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,8,29,11,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.652447,-73.92561,2,0,0,0,0,0,2,0,driver inattention/distraction,unspecified,unspecified,unspecified,,2019,8,18,15,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.744465,-73.77179,0,0,0,0,0,0,0,0,unsafe lane changing,unspecified,unspecified,,,2019,8,24,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.626568,-73.970924,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,,,2019,8,19,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.66632,-73.85035,0,0,0,0,0,0,0,0,following too closely,unspecified,unspecified,unspecified,,2019,8,29,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.6442,-73.96595,0,0,0,0,0,0,0,0,driver inattention/distraction,unspecified,unspecified,,,2019,9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.613983,-74.10128,0,0,0,0,0,0,0,0,unspecified,unspecified,unspecified,unspecified,unspecified,2019,8,31,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.607445,-74.12105,1,0,0,0,0,0,1,0,driver inattention/distraction,unspecified,unspecified,unspecified,,2019,8,10,23,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.75201,-73.93016,1,0,0,0,0,0,1,0,following too closely,following too closely,unspecified,,,2019,8,20,16,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40.8047,-73.83141,0,0,0,0,0,0,0,0,unsafe speed,unspecified,unspecified,,,2019,9,5,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
